Network,NTPminusSYS,SNTPminusSYS,Delay,RuntimeNTPOrder,PPStoUART,Sats
WiFi,0.232,-6.087,13.456,NTPfirst,63174.0,4
WiFi,-0.4,-8.888,15.596,NTPfirst,67725.0,4
WiFi,-0.33,-6.99,15.716,NTPfirst,76693.0,4
WiFi,-75.289,-208.063,301.687,NTPfirst,71021.0,4
WiFi,1.53,-178.006,158.231,NTPfirst,67583.0,4
WiFi,2.377,-4.015,12.214,NTPfirst,76521.0,4
WiFi,-0.69,-7.504,16.09,NTPfirst,69438.0,4
WiFi,-0.597,-11.872,15.759,NTPfirst,65193.0,4
WiFi,2.384,-6.071,16.644,NTPfirst,67895.0,4
WiFi,0.469,-5.268,13.508,NTPfirst,68443.0,4
WiFi,0.247,-15.236,30.74,NTPfirst,66722.0,4
WiFi,0.393,-19.992,30.969,NTPfirst,69867.0,4
WiFi,-0.062,-7.148,16.095,NTPfirst,69693.0,4
WiFi,1.069,-5.935,13.485,NTPfirst,148554.0,6
WiFi,0.278,-8.878,14.38,NTPfirst,181423.0,6
WiFi,-43.225,-6.698,376.979,NTPfirst,66412.0,5
WiFi,1.338,-7.046,18.228,NTPfirst,64148.0,5
WiFi,-1.013,-15.447,33.018,NTPfirst,64239.0,5
WiFi,0.181,-15.857,30.331,NTPfirst,67803.0,5
WiFi,0.057,-10.152,22.489,NTPfirst,66386.0,4
WiFi,-0.272,-7.138,15.44,NTPfirst,75780.0,5
WiFi,-0.188,-7.466,15.715,NTPfirst,65988.0,4
WiFi,0.684,-7.59,17.986,NTPfirst,63187.0,5
WiFi,-0.758,-7.637,16.083,NTPfirst,67287.0,5
WiFi,-4.18,-9.238,22.897,NTPfirst,66663.0,4
WiFi,-1.834,-16.681,26.066,NTPfirst,82145.0,4
WiFi,0.375,-6.451,15.746,NTPfirst,64141.0,4
WiFi,-1.918,-16.993,37.449,NTPfirst,66929.0,4
WiFi,0.61,-7.321,14.53,NTPfirst,63626.0,4
WiFi,0.08,-6.67,15.323,NTPfirst,67656.0,4
WiFi,-0.006,-6.82,15.648,NTPfirst,67813.0,4
WiFi,-37.763,-176.99,176.834,NTPfirst,67068.0,4
WiFi,0.684,-6.484,17.06,NTPfirst,168497.0,6
WiFi,-11.42,-190.353,151.492,NTPfirst,68917.0,4
WiFi,1.154,-7.868,24.501,NTPfirst,63226.0,4
WiFi,-0.208,-7.508,15.581,NTPfirst,68287.0,4
WiFi,0.017,-13.53,14.368,NTPfirst,65173.0,4
WiFi,0.261,-7.288,15.27,NTPfirst,64364.0,4
WiFi,-5.102,-16.104,15.882,NTPfirst,63537.0,4
WiFi,-1.195,-7.444,14.932,NTPfirst,67185.0,4
WiFi,0.349,-6.41,13.579,NTPfirst,66613.0,4
WiFi,-0.861,-7.184,24.971,NTPfirst,63986.0,4
WiFi,3.201,-8.461,18.174,NTPfirst,67696.0,4
WiFi,-1.712,,22.356,NTPfirst,63000.0,4
WiFi,-0.154,-7.331,15.424,NTPfirst,63270.0,4
WiFi,1.861,-6.528,17.323,NTPfirst,66601.0,5
WiFi,1.992,-8.186,16.81,NTPfirst,67717.0,5
WiFi,-34.972,-229.536,195.301,NTPfirst,63347.0,4
WiFi,0.554,-7.693,13.5,NTPfirst,71299.0,4
WiFi,3.961,-15.461,41.355,NTPfirst,134037.0,7
WiFi,0.074,-4.883,12.054,NTPfirst,135186.0,7
WiFi,0.546,-9.478,15.509,NTPfirst,68272.0,5
WiFi,0.294,-7.328,16.147,NTPfirst,67498.0,4
WiFi,-2.443,-10.698,14.55,NTPfirst,63697.0,5
WiFi,-3.036,-129.062,20.345,NTPfirst,63922.0,4
WiFi,0.362,-8.289,16.854,NTPfirst,66714.0,5
WiFi,-5.046,-32.572,28.08,NTPfirst,66964.0,5
WiFi,0.912,-7.52,17.441,NTPfirst,64801.0,5
WiFi,-0.404,-8.667,16.354,NTPfirst,66091.0,4
WiFi,-0.108,-13.001,32.104,NTPfirst,68036.0,5
WiFi,2.128,-36.028,17.429,NTPfirst,66718.0,5
WiFi,2.221,-25.584,20.008,NTPfirst,75641.0,5
WiFi,0.136,-15.38,30.605,NTPfirst,67056.0,5
WiFi,-15.019,-8.951,52.127,NTPfirst,67437.0,5
WiFi,-0.076,-4.293,13.89,NTPfirst,63481.0,5
WiFi,-0.221,-5.033,12.785,NTPfirst,67294.0,5
WiFi,-0.572,-22.523,38.2,NTPfirst,64783.0,5
WiFi,0.778,-8.425,18.613,NTPfirst,67200.0,5
WiFi,-0.232,-7.361,15.993,NTPfirst,67817.0,5
WiFi,1.159,-8.844,16.059,NTPfirst,63722.0,5
WiFi,-1.315,-7.45,17.459,NTPfirst,66848.0,5
WiFi,-0.051,-10.357,17.536,NTPfirst,77362.0,5
WiFi,0.52,-19.034,39.461,NTPfirst,76638.0,5
WiFi,-1.079,-23.113,37.401,NTPfirst,82959.0,4
WiFi,-1.082,-15.277,33.892,NTPfirst,63051.0,5
WiFi,,-5.612,,NTPfirst,66940.0,4
WiFi,0.235,-11.832,18.511,NTPfirst,65949.0,4
WiFi,3.293,-10.47,21.512,NTPfirst,64594.0,5
WiFi,2.912,-7.798,19.91,NTPfirst,68327.0,4
WiFi,0.29,-7.077,16.584,NTPfirst,76955.0,4
WiFi,0.149,-9.12,15.153,NTPfirst,67300.0,5
WiFi,1.823,-12.63,15.293,NTPfirst,68022.0,4
WiFi,-0.585,-9.035,18.53,NTPfirst,67179.0,5
WiFi,-2.664,-13.131,44.667,NTPfirst,65921.0,5
WiFi,0.235,-14.706,20.207,NTPfirst,67924.0,5
WiFi,0.397,-11.552,19.823,NTPfirst,75628.0,4
WiFi,-0.252,-6.531,15.352,NTPfirst,67708.0,4
WiFi,0.49,-8.289,15.673,NTPfirst,68184.0,4
WiFi,-1.697,-17.044,37.329,NTPfirst,67577.0,4
WiFi,-4.046,-6.45,19.309,NTPfirst,67704.0,5
WiFi,0.715,-6.922,14.47,NTPfirst,66173.0,4
WiFi,-0.73,-8.373,14.727,NTPfirst,71332.0,4
WiFi,-1.749,-7.101,13.146,NTPfirst,68446.0,4
WiFi,-1.844,-7.077,13.25,NTPfirst,73538.0,5
WiFi,-1.042,-4.834,14.294,NTPfirst,67538.0,5
WiFi,0.17,-85.468,30.664,NTPfirst,67915.0,5
WiFi,-0.181,-15.138,31.132,NTPfirst,68268.0,5
WiFi,-0.21,-10.468,20.638,NTPfirst,63655.0,5
WiFi,0.711,-6.848,14.348,NTPfirst,67696.0,5
WiFi,-0.624,-260.887,210.446,NTPfirst,66313.0,5
WiFi,1.908,-8.287,20.192,NTPfirst,66747.0,5
WiFi,-2.097,-9.256,19.941,NTPfirst,64261.0,5
WiFi,0.454,-8.203,16.355,NTPfirst,68155.0,5
WiFi,0.649,-5.182,10.609,NTPfirst,66528.0,4
WiFi,-14.775,-20.989,50.814,NTPfirst,66831.0,4
WiFi,4.679,-8.273,26.322,NTPfirst,66725.0,5
WiFi,-0.895,-8.901,13.827,NTPfirst,62510.0,4
WiFi,1.441,-6.377,15.047,NTPfirst,66062.0,5
WiFi,0.144,-6.984,16.855,NTPfirst,67749.0,5
WiFi,0.331,-6.941,16.502,NTPfirst,63207.0,5
WiFi,0.368,-7.317,15.299,NTPfirst,67728.0,5
WiFi,0.192,-10.324,15.742,NTPfirst,66538.0,4
WiFi,-2.347,-15.704,21.999,NTPfirst,67313.0,5
WiFi,0.289,-15.89,30.863,NTPfirst,68568.0,4
WiFi,0.524,-9.676,21.163,NTPfirst,69924.0,5
WiFi,0.189,-6.356,14.35,NTPfirst,67387.0,5
WiFi,0.398,-6.639,13.654,NTPfirst,64431.0,5
WiFi,0.192,-8.406,16.7,NTPfirst,68253.0,4
WiFi,-85.273,-154.674,272.993,NTPfirst,68640.0,4
WiFi,1.132,-4.925,13.168,NTPfirst,64181.0,4
WiFi,-0.619,-17.449,32.237,NTPfirst,74620.0,4
WiFi,-0.946,-6.787,16.928,NTPfirst,69731.0,4
WiFi,-1.215,-7.483,16.583,NTPfirst,67622.0,4
WiFi,2.11,-9.434,23.732,NTPfirst,74710.0,4
WiFi,0.249,-6.552,15.544,NTPfirst,77265.0,4
WiFi,-0.257,-6.779,15.639,NTPfirst,62392.0,4
WiFi,0.463,-5.761,14.007,NTPfirst,76589.0,4
WiFi,2.043,-7.337,20.821,NTPfirst,62586.0,4
WiFi,0.867,-8.654,24.363,NTPfirst,74387.0,4
WiFi,-1.5,-4.654,15.726,NTPfirst,75052.0,4
WiFi,-0.181,-17.757,33.739,NTPfirst,63186.0,4
WiFi,0.987,-7.73,18.899,NTPfirst,68771.0,4
WiFi,-48.44,-215.353,165.099,NTPfirst,74922.0,4
WiFi,1.433,-6.787,22.293,NTPfirst,75162.0,4
WiFi,0.599,,16.839,NTPfirst,75189.0,4
WiFi,-0.005,-8.15,12.234,NTPfirst,71101.0,4
WiFi,0.609,-8.938,12.719,NTPfirst,69054.0,4
WiFi,0.301,-7.936,15.238,NTPfirst,67922.0,4
WiFi,2.17,-7.666,19.758,NTPfirst,69320.0,4
WiFi,-0.194,-17.257,33.624,NTPfirst,69316.0,4
WiFi,-0.158,-7.134,15.193,NTPfirst,69172.0,4
WiFi,-6.668,-12.909,18.112,NTPfirst,67418.0,4
WiFi,-6.392,-12.637,16.73,NTPfirst,68196.0,4
WiFi,1.981,-5.079,16.088,NTPfirst,64158.0,4
WiFi,-0.664,-19.042,37.016,NTPfirst,67033.0,4
WiFi,0.23,-6.859,15.606,NTPfirst,68573.0,4
WiFi,1.839,-4.515,12.211,NTPfirst,68926.0,4
WiFi,-0.439,-8.543,16.2,NTPfirst,79252.0,4
WiFi,-2.287,-15.414,21.572,NTPfirst,77095.0,4
WiFi,0.228,-8.177,16.473,NTPfirst,67749.0,5
WiFi,0.34,-15.262,30.815,NTPfirst,67263.0,5
WiFi,1.824,-17.733,34.026,NTPfirst,67522.0,5
WiFi,-1.246,-4.757,13.276,NTPfirst,67067.0,5
WiFi,-0.983,-5.647,12.859,NTPfirst,67179.0,5
WiFi,-1.784,-5.348,15.769,NTPfirst,67265.0,5
WiFi,1.272,-7.128,18.521,NTPfirst,63241.0,5
WiFi,0.033,-6.676,15.315,NTPfirst,63372.0,5
WiFi,3.239,-8.739,18.127,NTPfirst,63128.0,5
WiFi,2.059,-6.034,22.808,NTPfirst,66354.0,4
WiFi,-0.597,-8.751,17.994,NTPfirst,69051.0,5
WiFi,2.723,-3.49,16.794,NTPfirst,68308.0,5
WiFi,-17.517,-38.042,39.998,NTPfirst,67302.0,5
WiFi,-2.745,-21.615,42.756,NTPfirst,69027.0,5
WiFi,0.145,-10.356,19.485,NTPfirst,67690.0,5
WiFi,2.005,-8.332,22.702,NTPfirst,78588.0,5
WiFi,2.591,-6.226,20.421,NTPfirst,124462.0,6
WiFi,1.217,-8.286,20.461,NTPfirst,125036.0,6
WiFi,-2.642,-14.107,32.913,NTPfirst,125698.0,6
WiFi,3.157,-6.084,18.043,NTPfirst,124912.0,6
WiFi,0.851,-8.78,15.259,NTPfirst,126080.0,6
WiFi,0.897,-6.07,14.051,NTPfirst,126300.0,6
WiFi,-9.895,-15.135,20.141,NTPfirst,70389.0,5
WiFi,0.021,-7.314,14.851,NTPfirst,124572.0,6
WiFi,-81.978,-107.508,169.905,NTPfirst,134819.0,6
WiFi,1.116,-6.427,14.951,NTPfirst,70607.0,4
WiFi,-1.211,-11.618,21.882,NTPfirst,70804.0,4
WiFi,2.966,-7.12,21.254,NTPfirst,72543.0,4
WiFi,0.448,-4.624,9.952,NTPfirst,82278.0,4
WiFi,0.406,-15.175,30.692,NTPfirst,72935.0,4
WiFi,4.574,-7.689,24.4,NTPfirst,68932.0,5
WiFi,0.094,-5.249,11.935,NTPfirst,124386.0,6
WiFi,2.302,-196.924,23.741,NTPfirst,67163.0,5
WiFi,-1.834,-7.446,20.475,NTPfirst,64275.0,5
WiFi,-0.685,-4.622,12.248,NTPfirst,70479.0,4
WiFi,-0.33,-5.61,11.667,NTPfirst,69443.0,4
WiFi,1.916,-8.451,21.533,NTPfirst,71086.0,5
WiFi,0.14,,15.859,NTPfirst,72695.0,5
WiFi,-5.011,-8.554,33.447,NTPfirst,70987.0,5
WiFi,0.632,-7.683,15.597,NTPfirst,71330.0,4
WiFi,-0.521,-6.86,16.948,NTPfirst,80274.0,4
WiFi,-3.111,-6.808,21.288,NTPfirst,136966.0,6
WiFi,0.617,-6.33,15.61,NTPfirst,126525.0,6
WiFi,1.09,-8.596,17.271,NTPfirst,72135.0,5
WiFi,-1.878,-15.107,31.61,NTPfirst,137666.0,7
WiFi,-2.902,-15.568,26.544,NTPfirst,71336.0,5
WiFi,-0.818,-6.048,18.653,NTPfirst,69393.0,5
WiFi,0.631,-6.867,13.001,NTPfirst,127032.0,6
WiFi,1.653,-3.862,10.482,NTPfirst,137320.0,7
WiFi,1.561,-11.104,23.101,NTPfirst,124659.0,6
WiFi,0.423,-6.4,13.524,NTPfirst,134238.0,6
WiFi,1.225,,15.566,NTPfirst,134891.0,7
WiFi,-0.02,-6.786,15.701,NTPfirst,133957.0,7
WiFi,3.188,-3.652,17.977,NTPfirst,144932.0,7
WiFi,-2.724,-18.436,33.611,NTPfirst,134418.0,7
WiFi,-0.715,-18.667,38.81,NTPfirst,135888.0,6
WiFi,-0.496,-8.075,13.728,NTPfirst,135737.0,7
WiFi,-2.635,-16.685,33.08,NTPfirst,136207.0,7
WiFi,-0.404,-7.705,16.007,NTPfirst,135305.0,7
WiFi,-2.947,-11.397,35.153,NTPfirst,142716.0,7
WiFi,-93.833,-93.748,259.989,NTPfirst,137309.0,7
WiFi,-1.123,-7.885,16.183,NTPfirst,137708.0,8
WiFi,-3.333,-17.024,31.547,NTPfirst,134024.0,6
WiFi,0.625,-7.37,18.332,NTPfirst,71338.0,5
WiFi,-3.0,-17.372,28.227,NTPfirst,136389.0,6
WiFi,0.434,-9.852,20.106,NTPfirst,126580.0,6
WiFi,-1.811,-17.376,26.355,NTPfirst,136020.0,6
WiFi,0.414,-25.714,50.56,NTPfirst,126563.0,6
WiFi,-0.465,-26.441,31.462,NTPfirst,134619.0,6
WiFi,-3.321,-7.99,13.367,NTPfirst,146797.0,7
WiFi,0.95,-5.366,12.238,NTPfirst,128224.0,6
WiFi,-0.085,-9.425,15.588,NTPfirst,136214.0,7
WiFi,3.05,-8.14,22.05,NTPfirst,145445.0,7
WiFi,-2.289,-8.009,10.965,NTPfirst,128536.0,6
WiFi,0.192,-15.813,32.509,NTPfirst,145039.0,7
WiFi,-33.465,-334.432,358.544,NTPfirst,135322.0,7
WiFi,-1.552,,22.877,NTPfirst,135536.0,6
WiFi,0.535,-5.2,10.149,NTPfirst,143588.0,7
WiFi,2.256,-4.474,13.054,NTPfirst,153731.0,8
WiFi,-0.985,-9.506,14.876,NTPfirst,154458.0,8
WiFi,3.02,-6.366,17.975,NTPfirst,144160.0,8
WiFi,0.41,-6.719,16.155,NTPfirst,143303.0,7
WiFi,-2.223,-14.104,23.612,NTPfirst,153348.0,8
WiFi,0.459,-4.055,11.035,NTPfirst,142525.0,7
WiFi,1.362,-5.987,14.237,NTPfirst,153882.0,8
WiFi,0.602,-6.074,13.33,NTPfirst,66895.0,5
WiFi,-1.698,-10.299,17.492,NTPfirst,143829.0,8
WiFi,-0.033,-8.055,14.147,NTPfirst,69846.0,5
WiFi,2.359,-6.568,20.713,NTPfirst,131725.0,7
WiFi,1.484,-7.011,20.433,NTPfirst,123876.0,6
WiFi,-2.709,-14.199,21.118,NTPfirst,132778.0,7
WiFi,1.017,-7.154,16.904,NTPfirst,142634.0,8
WiFi,0.528,-6.658,16.994,NTPfirst,122310.0,6
WiFi,1.849,-6.849,16.993,NTPfirst,137517.0,7
WiFi,1.539,-6.776,16.643,NTPfirst,134452.0,7
WiFi,3.848,-11.73,30.4,NTPfirst,134497.0,7
WiFi,0.455,-5.743,14.202,NTPfirst,71757.0,5
WiFi,-0.418,-6.914,16.244,NTPfirst,145396.0,8
WiFi,0.082,-7.121,15.149,NTPfirst,127028.0,6
WiFi,-0.341,-6.754,16.069,NTPfirst,144339.0,8
WiFi,-1.301,-7.472,20.552,NTPfirst,143233.0,7
WiFi,-0.078,-34.212,18.251,NTPfirst,142383.0,7
WiFi,-0.406,-18.258,37.127,NTPfirst,135434.0,7
WiFi,1.073,-13.399,35.888,NTPfirst,154828.0,8
WiFi,1.372,-6.313,14.772,NTPfirst,153961.0,8
WiFi,1.796,-8.651,18.716,NTPfirst,144544.0,8
WiFi,-0.455,-12.901,16.302,NTPfirst,125295.0,6
WiFi,-1.609,-6.867,10.976,NTPfirst,155575.0,8
WiFi,-1.426,-10.419,10.631,NTPfirst,143085.0,7
WiFi,-2.887,-18.038,31.13,NTPfirst,143219.0,8
WiFi,-0.36,-12.956,24.628,NTPfirst,123907.0,6
WiFi,-3.204,-15.663,22.328,NTPfirst,144541.0,8
WiFi,-2.121,-5.076,16.353,NTPfirst,141697.0,7
WiFi,4.659,-5.1,35.356,NTPfirst,154263.0,8
WiFi,-5.243,-6.966,27.471,NTPfirst,124721.0,6
WiFi,1.766,-9.082,17.145,NTPfirst,151384.0,8
WiFi,1.161,-3.881,10.396,NTPfirst,143425.0,7
WiFi,2.436,-6.986,19.566,NTPfirst,152808.0,8
WiFi,-1.137,-6.967,17.627,NTPfirst,143712.0,7
WiFi,-2.48,-15.878,27.69,NTPfirst,130178.0,6
WiFi,-2.501,-16.841,27.719,NTPfirst,148351.0,8
WiFi,-0.449,-7.103,15.761,NTPfirst,142390.0,8
WiFi,0.035,-7.096,16.449,NTPfirst,70148.0,5
WiFi,-0.025,-12.536,14.948,NTPfirst,67406.0,5
WiFi,0.445,-8.214,15.725,NTPfirst,67209.0,5
WiFi,-0.941,-7.657,18.542,NTPfirst,134049.0,7
WiFi,1.165,-11.609,16.706,NTPfirst,153410.0,8
WiFi,-1.733,-13.056,22.086,NTPfirst,154773.0,8
WiFi,-0.282,-15.269,22.845,NTPfirst,134860.0,7
WiFi,4.581,-16.746,32.631,NTPfirst,121446.0,6
WiFi,0.842,-6.683,14.563,NTPfirst,126658.0,6
WiFi,-1.7,-6.445,31.697,NTPfirst,131839.0,7
WiFi,-0.167,-6.463,15.034,NTPfirst,126456.0,6
WiFi,0.028,-15.471,30.363,NTPfirst,74061.0,5
WiFi,-0.561,-15.345,30.955,NTPfirst,135029.0,7
WiFi,1.046,-4.565,15.829,NTPfirst,68902.0,4
WiFi,-1.425,-17.509,31.296,NTPfirst,123481.0,6
WiFi,0.754,-6.451,16.258,NTPfirst,135033.0,7
WiFi,1.579,-4.662,18.438,NTPfirst,148800.0,7
WiFi,7.17,-3.593,23.36,NTPfirst,136391.0,7
WiFi,0.465,-6.401,13.032,NTPfirst,134927.0,7
WiFi,-1.684,-15.74,33.87,NTPfirst,143945.0,7
WiFi,-0.145,-6.943,15.255,NTPfirst,126768.0,6
WiFi,2.228,-6.845,19.656,NTPfirst,63360.0,4
WiFi,0.15,-6.711,15.304,NTPfirst,125890.0,6
WiFi,-0.408,-17.312,32.466,NTPfirst,138653.0,7
WiFi,0.319,-15.722,30.966,NTPfirst,140046.0,8
WiFi,-1.254,-6.981,16.962,NTPfirst,154858.0,8
WiFi,-0.677,-6.735,17.666,NTPfirst,143841.0,8
WiFi,-1.336,-6.567,11.337,NTPfirst,154120.0,8
WiFi,-0.54,-15.443,31.629,NTPfirst,135859.0,7
WiFi,-0.519,-18.819,33.144,NTPfirst,135367.0,7
WiFi,11.043,,52.127,NTPfirst,145523.0,8
WiFi,3.688,,44.53,NTPfirst,146682.0,8
WiFi,-25.375,-340.092,349.626,NTPfirst,156157.0,8
WiFi,3.075,-162.787,11.144,NTPfirst,145298.0,8
WiFi,2.312,-6.293,17.394,NTPfirst,134331.0,7
WiFi,-2.769,-17.182,26.167,NTPfirst,146213.0,8
WiFi,-3.981,-16.307,28.547,NTPfirst,151021.0,8
WiFi,-1.556,-6.728,18.62,NTPfirst,127112.0,6
WiFi,1.585,-3.943,10.528,NTPfirst,70947.0,4
WiFi,-5.794,-14.733,35.907,NTPfirst,165967.0,6
WiFi,1.106,-10.966,21.687,NTPfirst,68626.0,4
WiFi,-0.621,-13.685,21.002,NTPfirst,124279.0,6
WiFi,-3.239,-12.697,22.918,NTPfirst,125487.0,6
WiFi,0.397,-5.975,10.835,NTPfirst,143413.0,7
WiFi,-0.676,-6.214,13.043,NTPfirst,135455.0,7
WiFi,0.643,-4.481,9.762,NTPfirst,135319.0,7
WiFi,-0.332,-6.651,13.534,NTPfirst,142468.0,7
WiFi,0.101,-7.466,14.181,NTPfirst,133256.0,7
WiFi,-1.237,-8.051,11.146,NTPfirst,133318.0,6
WiFi,-1.297,-8.918,11.237,NTPfirst,126478.0,6
WiFi,-0.023,-4.561,11.306,NTPfirst,157621.0,7
WiFi,1.438,-4.495,11.294,NTPfirst,70331.0,4
WiFi,-3.217,-12.324,22.451,NTPfirst,136622.0,7
WiFi,-2.222,-9.609,22.473,NTPfirst,73361.0,4
WiFi,1.312,-6.761,20.062,NTPfirst,69202.0,5
WiFi,3.048,-4.618,14.867,NTPfirst,71761.0,5
WiFi,2.406,-19.827,13.85,NTPfirst,70003.0,5
WiFi,-0.641,-6.745,21.829,NTPfirst,70711.0,5
WiFi,0.951,-6.084,16.068,NTPfirst,79100.0,5
WiFi,-2.894,-7.271,19.982,NTPfirst,71581.0,5
WiFi,-0.123,-15.314,30.751,NTPfirst,77446.0,5
WiFi,-0.064,-24.251,32.56,NTPfirst,68855.0,5
WiFi,0.784,-10.732,14.607,NTPfirst,80292.0,5
WiFi,1.708,-8.307,19.658,NTPfirst,68815.0,5
WiFi,-3.524,-3.816,20.23,NTPfirst,65597.0,4
WiFi,1.662,-5.42,19.495,NTPfirst,72597.0,4
WiFi,1.267,-11.54,19.714,NTPfirst,120913.0,6
WiFi,-4.692,-6.527,20.282,NTPfirst,78938.0,5
WiFi,0.63,-6.729,15.563,NTPfirst,135356.0,6
WiFi,-0.326,-6.214,11.454,NTPfirst,125947.0,6
WiFi,0.139,-6.139,12.319,NTPfirst,126121.0,6
WiFi,-13.538,-103.181,225.102,NTPfirst,78321.0,5
WiFi,0.038,-15.42,30.596,NTPfirst,70700.0,5
WiFi,-0.106,-6.748,15.214,NTPfirst,134663.0,6
WiFi,-1.806,-20.86,26.17,NTPfirst,126740.0,6
WiFi,0.08,-16.888,38.411,NTPfirst,127500.0,6
WiFi,0.378,-11.39,23.982,NTPfirst,80047.0,5
WiFi,-1.343,,19.141,NTPfirst,128509.0,6
WiFi,-1.457,-14.659,19.165,NTPfirst,127531.0,6
WiFi,0.887,-3.899,10.481,NTPfirst,64517.0,4
WiFi,9.677,1.742,23.575,NTPfirst,126591.0,6
WiFi,2.687,-6.88,21.063,NTPfirst,72976.0,5
WiFi,2.301,-6.599,19.621,NTPfirst,71589.0,5
WiFi,7.591,0.246,19.531,NTPfirst,133992.0,6
WiFi,-1.59,-11.748,21.912,NTPfirst,130120.0,6
WiFi,3.645,-9.555,28.192,NTPfirst,70213.0,5
WiFi,0.647,-6.453,9.939,NTPfirst,129431.0,6
WiFi,-2.236,-141.667,48.598,NTPfirst,135653.0,6
WiFi,-2.445,-6.378,16.267,NTPfirst,131161.0,7
WiFi,-0.238,-6.453,14.019,NTPfirst,142758.0,7
WiFi,0.506,-25.389,15.656,NTPfirst,126129.0,6
WiFi,-0.329,-7.066,15.57,NTPfirst,134854.0,6
WiFi,-0.28,-7.987,15.412,NTPfirst,134784.0,6
WiFi,0.869,-9.071,23.516,NTPfirst,136169.0,6
WiFi,2.407,-8.48,23.818,NTPfirst,72481.0,4
WiFi,-0.04,-9.38,16.767,NTPfirst,66571.0,4
WiFi,0.647,-7.394,15.77,NTPfirst,70404.0,4
WiFi,-50.338,-321.926,374.612,NTPfirst,70039.0,4
WiFi,-1.053,-20.738,32.001,NTPfirst,71183.0,4
WiFi,0.404,-7.995,15.295,NTPfirst,70443.0,4
WiFi,-3.084,-9.443,24.823,NTPfirst,65446.0,4
WiFi,3.249,-17.496,40.924,NTPfirst,74532.0,4
WiFi,1.625,-15.913,34.039,NTPfirst,69910.0,4
WiFi,-0.538,-6.459,15.551,NTPfirst,70976.0,4
WiFi,-1.254,-6.444,16.976,NTPfirst,67488.0,4
WiFi,-0.223,-7.498,14.403,NTPfirst,67982.0,4
WiFi,-3.603,-19.597,28.764,NTPfirst,66050.0,4
WiFi,-2.421,-6.335,19.38,NTPfirst,70212.0,4
WiFi,0.762,-5.938,13.018,NTPfirst,69730.0,4
WiFi,-0.017,-10.122,18.352,NTPfirst,79951.0,4
WiFi,-0.179,-6.88,17.502,NTPfirst,68921.0,4
WiFi,0.061,-7.151,13.785,NTPfirst,69273.0,5
WiFi,-75.414,-80.026,254.095,NTPfirst,71377.0,5
WiFi,2.66,-6.124,21.272,NTPfirst,72731.0,5
WiFi,3.113,-6.153,18.066,NTPfirst,70192.0,5
WiFi,-0.694,-8.358,14.242,NTPfirst,68897.0,5
WiFi,-1.679,-7.308,16.276,NTPfirst,69726.0,5
WiFi,-57.834,-116.842,281.612,NTPfirst,80778.0,5
WiFi,-56.872,-90.104,283.17,NTPfirst,70710.0,5
WiFi,-0.228,-14.433,15.938,NTPfirst,74240.0,5
WiFi,-10.83,-135.599,188.652,NTPfirst,69143.0,5
WiFi,-9.412,-190.561,150.822,NTPfirst,73119.0,4
WiFi,-40.904,-306.311,355.574,NTPfirst,68677.0,4
WiFi,-0.748,-7.086,17.113,NTPfirst,126585.0,6
WiFi,0.036,-15.374,30.309,NTPfirst,79991.0,4
WiFi,-1.235,-9.336,24.471,NTPfirst,65116.0,4
WiFi,0.593,-6.329,9.893,NTPfirst,74194.0,4
WiFi,0.797,-4.564,10.632,NTPfirst,66173.0,4
WiFi,1.828,-7.382,19.63,NTPfirst,67070.0,4
WiFi,-0.116,-6.848,15.479,NTPfirst,66643.0,4
WiFi,-90.587,-124.347,429.707,NTPfirst,66291.0,4
WiFi,-62.876,-250.886,377.363,NTPfirst,68687.0,4
WiFi,-0.129,,15.718,NTPfirst,67766.0,4
WiFi,-32.246,-114.597,134.391,NTPfirst,70723.0,4
WiFi,-1.14,-11.569,22.092,NTPfirst,68562.0,4
WiFi,0.212,-9.369,15.009,NTPfirst,69180.0,4
WiFi,2.099,-7.578,20.31,NTPfirst,64903.0,4
WiFi,4.35,-6.644,21.632,NTPfirst,66397.0,4
WiFi,1.617,-6.692,20.201,NTPfirst,68302.0,4
WiFi,-0.823,-17.861,34.79,NTPfirst,65807.0,4
WiFi,0.866,-4.402,11.907,NTPfirst,62858.0,4
WiFi,0.663,-6.17,9.591,NTPfirst,81402.0,4
WiFi,0.836,-4.876,10.153,NTPfirst,70999.0,4
WiFi,0.305,-9.66,18.077,NTPfirst,68358.0,4
WiFi,0.344,-6.835,14.742,NTPfirst,71807.0,4
WiFi,-0.846,-15.681,32.334,NTPfirst,79003.0,4
WiFi,-0.056,-15.54,34.606,NTPfirst,68812.0,4
WiFi,-0.036,-8.364,15.5,NTPfirst,72446.0,4
WiFi,-1.504,-4.279,14.875,NTPfirst,68018.0,4
WiFi,4.044,-14.118,30.754,NTPfirst,70453.0,5
WiFi,-0.802,-8.479,16.226,NTPfirst,134553.0,6
WiFi,5.586,-9.598,35.256,NTPfirst,125009.0,6
WiFi,-1.31,-15.271,36.966,NTPfirst,164537.0,6
WiFi,-0.362,-6.785,16.071,NTPfirst,145098.0,6
WiFi,0.425,-7.337,15.3,NTPfirst,155601.0,6
WiFi,1.607,-6.417,16.458,NTPfirst,165921.0,7
WiFi,0.367,-6.073,13.176,NTPfirst,165000.0,7
WiFi,0.464,-7.925,16.324,NTPfirst,159516.0,7
WiFi,-0.122,-7.83,15.574,NTPfirst,147909.0,6
