Network,NTPminusSYS,SNTPminusSYS,Delay,RuntimeNTPOrder,PPStoUART,Sats
WiFi,1.014,-7.836,14.896,SNTPfirst,137107.0,7
WiFi,1.628,-5.758,14.486,SNTPfirst,137473.0,7
WiFi,0.477,-6.087,9.863,SNTPfirst,160719.0,9
WiFi,1.123,-8.533,17.207,SNTPfirst,144471.0,7
WiFi,0.736,-6.678,9.916,SNTPfirst,147996.0,7
WiFi,2.212,-4.973,12.754,SNTPfirst,162290.0,9
WiFi,,-4.793,,SNTPfirst,150019.0,8
WiFi,1.414,-6.581,14.402,SNTPfirst,146059.0,8
WiFi,-5.501,-7.271,25.634,SNTPfirst,147423.0,7
WiFi,0.483,-7.693,14.106,SNTPfirst,138776.0,7
WiFi,-1.158,-12.075,14.734,SNTPfirst,149000.0,8
WiFi,2.891,-6.471,19.103,SNTPfirst,80587.0,5
WiFi,0.44,-6.4,16.49,SNTPfirst,132663.0,7
WiFi,1.396,-7.787,21.678,SNTPfirst,133541.0,7
WiFi,1.212,-4.409,11.061,SNTPfirst,126862.0,6
WiFi,14.171,10.531,14.122,SNTPfirst,146446.0,7
WiFi,45.529,39.916,10.921,SNTPfirst,137396.0,7
WiFi,2.618,-6.74,19.144,SNTPfirst,146527.0,7
WiFi,-0.497,-7.137,13.565,SNTPfirst,148925.0,7
WiFi,-0.508,-7.392,13.673,SNTPfirst,152785.0,8
WiFi,-0.106,-8.212,15.523,SNTPfirst,128426.0,6
WiFi,-2.194,-16.868,34.381,SNTPfirst,134241.0,7
WiFi,0.527,-8.213,14.266,SNTPfirst,135383.0,7
WiFi,0.455,-9.356,16.03,SNTPfirst,137043.0,7
WiFi,1.075,-17.629,37.314,SNTPfirst,137117.0,7
WiFi,0.707,-8.983,15.935,SNTPfirst,150670.0,9
WiFi,-1.637,-8.879,16.143,SNTPfirst,134642.0,6
WiFi,-0.53,-15.398,29.028,SNTPfirst,130213.0,7
WiFi,,-14.643,,SNTPfirst,130144.0,6
WiFi,0.38,-15.172,31.307,SNTPfirst,145923.0,8
WiFi,1.638,-7.126,18.577,SNTPfirst,137562.0,7
WiFi,0.666,-7.404,12.746,SNTPfirst,141707.0,8
WiFi,0.687,-6.555,12.667,SNTPfirst,124298.0,6
WiFi,-0.093,-6.445,14.591,SNTPfirst,151960.0,8
WiFi,0.746,-7.978,14.818,SNTPfirst,142372.0,7
WiFi,1.652,-9.388,20.418,SNTPfirst,125158.0,6
WiFi,0.518,-7.549,15.487,SNTPfirst,147923.0,7
WiFi,0.632,-7.148,15.486,SNTPfirst,130037.0,6
WiFi,1.082,-7.422,16.617,SNTPfirst,136599.0,6
WiFi,-0.521,-7.632,17.785,SNTPfirst,127555.0,6
WiFi,0.499,-9.554,17.559,SNTPfirst,145559.0,7
WiFi,0.855,-8.775,14.793,SNTPfirst,149719.0,7
WiFi,,-7.568,,SNTPfirst,146969.0,7
WiFi,1.218,-6.713,13.625,SNTPfirst,152836.0,8
WiFi,0.371,-7.364,15.871,SNTPfirst,146364.0,7
WiFi,0.494,-8.326,14.15,SNTPfirst,152334.0,8
WiFi,,-3.898,,SNTPfirst,165531.0,9
WiFi,,-4.111,,SNTPfirst,161187.0,9
WiFi,-0.46,-285.075,207.107,SNTPfirst,161438.0,9
WiFi,-96.97,-273.125,399.397,SNTPfirst,170086.0,10
WiFi,-58.656,-172.661,231.75,SNTPfirst,168511.0,10
WiFi,0.118,-7.694,14.193,SNTPfirst,162825.0,9
WiFi,1.231,-7.982,15.363,SNTPfirst,153456.0,8
WiFi,,-8.154,,SNTPfirst,152712.0,8
WiFi,,-8.121,,SNTPfirst,133657.0,7
WiFi,0.741,-11.796,20.768,SNTPfirst,75274.0,5
WiFi,-0.189,-13.323,15.755,SNTPfirst,78159.0,4
WiFi,,-7.445,,SNTPfirst,125244.0,6
WiFi,0.566,-7.831,14.335,SNTPfirst,124725.0,6
WiFi,1.431,-10.742,21.901,SNTPfirst,71772.0,5
WiFi,1.161,-10.18,20.977,SNTPfirst,70549.0,4
WiFi,1.464,-6.372,14.892,SNTPfirst,70333.0,5
WiFi,1.868,-5.874,15.911,SNTPfirst,78236.0,5
WiFi,,-24.877,,SNTPfirst,69382.0,5
WiFi,-16.445,,18.884,SNTPfirst,70212.0,4
WiFi,2.336,-9.508,18.007,SNTPfirst,68257.0,5
WiFi,0.401,-6.292,13.564,SNTPfirst,126009.0,6
WiFi,3.533,-8.372,21.538,SNTPfirst,70045.0,5
WiFi,1.844,-7.343,18.186,SNTPfirst,124307.0,6
WiFi,1.986,-7.287,18.134,SNTPfirst,69135.0,5
WiFi,0.931,-10.421,21.744,SNTPfirst,152683.0,8
WiFi,,-8.129,,SNTPfirst,143859.0,8
WiFi,-0.27,-9.258,14.826,SNTPfirst,141522.0,7
WiFi,2.229,-6.538,17.561,SNTPfirst,164273.0,9
WiFi,3.528,-6.81,19.977,SNTPfirst,153609.0,8
WiFi,2.694,-8.359,18.471,SNTPfirst,146600.0,8
WiFi,2.488,-3.943,14.672,SNTPfirst,141066.0,7
WiFi,-1.771,-18.946,28.753,SNTPfirst,151262.0,8
WiFi,-1.551,-18.368,28.425,SNTPfirst,146976.0,7
WiFi,2.921,-6.716,20.388,SNTPfirst,133249.0,7
WiFi,1.645,-6.559,20.765,SNTPfirst,77473.0,5
WiFi,3.282,-3.082,12.683,SNTPfirst,131557.0,7
WiFi,-1.55,-7.062,10.745,SNTPfirst,145970.0,7
WiFi,-65.992,-65.742,195.278,SNTPfirst,148753.0,8
WiFi,1.936,-7.343,19.536,SNTPfirst,144749.0,8
WiFi,0.477,-6.746,14.329,SNTPfirst,143891.0,8
WiFi,1.394,-6.301,10.499,SNTPfirst,131070.0,7
WiFi,1.897,-6.965,14.991,SNTPfirst,155379.0,8
WiFi,0.791,-4.382,10.748,SNTPfirst,155611.0,8
WiFi,0.709,-7.729,15.845,SNTPfirst,165045.0,9
WiFi,0.562,-10.853,26.774,SNTPfirst,153432.0,8
WiFi,,-14.199,,SNTPfirst,159129.0,9
WiFi,-0.192,-8.291,15.118,SNTPfirst,147072.0,8
WiFi,2.732,-9.196,23.532,SNTPfirst,164372.0,9
WiFi,3.745,-8.266,25.467,SNTPfirst,160537.0,9
WiFi,2.257,-12.548,26.778,SNTPfirst,162221.0,9
WiFi,,-7.562,,SNTPfirst,145774.0,8
WiFi,1.761,-8.919,16.922,SNTPfirst,160567.0,9
WiFi,0.839,-8.101,14.868,SNTPfirst,163001.0,9
WiFi,,-9.798,,SNTPfirst,152568.0,8
WiFi,0.484,-12.183,19.35,SNTPfirst,152997.0,8
WiFi,-97.666,-313.131,404.523,SNTPfirst,154356.0,8
WiFi,0.806,-7.154,16.894,SNTPfirst,164304.0,9
WiFi,-0.96,,25.041,SNTPfirst,165398.0,7
WiFi,1.326,-6.189,14.082,SNTPfirst,143503.0,7
WiFi,3.023,-7.684,18.341,SNTPfirst,91802.0,5
WiFi,1.311,-7.406,16.265,SNTPfirst,143605.0,7
WiFi,5.254,-1.323,13.635,SNTPfirst,147239.0,8
WiFi,-0.227,-18.189,37.749,SNTPfirst,152070.0,8
WiFi,-0.254,-18.959,37.573,SNTPfirst,152216.0,8
WiFi,1.233,-7.756,14.791,SNTPfirst,144512.0,7
WiFi,0.453,-7.903,13.636,SNTPfirst,145789.0,7
WiFi,,-8.753,,SNTPfirst,144319.0,7
WiFi,2.52,-7.351,19.743,SNTPfirst,145930.0,7
WiFi,1.233,-7.435,20.262,SNTPfirst,143652.0,7
WiFi,2.117,-8.295,21.208,SNTPfirst,136014.0,6
WiFi,2.044,-10.89,21.028,SNTPfirst,135858.0,7
WiFi,0.501,-6.713,14.359,SNTPfirst,136855.0,6
WiFi,0.662,-6.86,14.537,SNTPfirst,124679.0,6
WiFi,1.102,-3.761,10.715,SNTPfirst,135398.0,7
WiFi,3.998,-7.984,17.429,SNTPfirst,133924.0,7
WiFi,0.485,-7.729,13.676,SNTPfirst,136201.0,7
WiFi,0.767,-8.091,14.546,SNTPfirst,147463.0,7
WiFi,0.476,-8.205,14.891,SNTPfirst,135808.0,6
WiFi,-0.887,-6.756,17.475,SNTPfirst,134954.0,7
WiFi,0.718,-6.902,14.278,SNTPfirst,135988.0,6
WiFi,-18.36,-10.159,51.658,SNTPfirst,143177.0,7
WiFi,,-6.35,,SNTPfirst,158428.0,8
WiFi,-0.327,-10.154,10.662,SNTPfirst,166400.0,10
WiFi,0.516,-6.963,14.565,SNTPfirst,145000.0,7
WiFi,0.817,-7.953,12.872,SNTPfirst,165233.0,9
WiFi,0.869,-8.366,18.099,SNTPfirst,154904.0,9
WiFi,2.91,-8.464,18.918,SNTPfirst,146850.0,8
WiFi,0.918,-8.161,18.113,SNTPfirst,170202.0,11
WiFi,-12.43,-263.167,246.254,SNTPfirst,146130.0,7
WiFi,0.246,-6.759,14.899,SNTPfirst,144162.0,7
WiFi,3.365,-10.804,31.226,SNTPfirst,153236.0,8
WiFi,-0.129,-6.217,14.443,SNTPfirst,161082.0,9
WiFi,-2.975,-18.997,31.922,SNTPfirst,143466.0,8
WiFi,-3.163,-18.978,30.64,SNTPfirst,134357.0,7
WiFi,-3.624,-12.171,22.587,SNTPfirst,124640.0,6
WiFi,-2.604,-12.172,21.1,SNTPfirst,123908.0,6
WiFi,,-8.054,,SNTPfirst,141507.0,7
WiFi,-1.048,-11.478,12.807,SNTPfirst,134683.0,7
WiFi,-0.63,-7.057,14.778,SNTPfirst,131460.0,7
WiFi,0.771,-6.284,17.698,SNTPfirst,142938.0,8
WiFi,0.401,-6.32,13.435,SNTPfirst,133255.0,7
WiFi,-2.084,-18.104,31.721,SNTPfirst,134128.0,7
WiFi,0.716,-8.381,16.555,SNTPfirst,142187.0,7
WiFi,0.276,-8.342,17.877,SNTPfirst,155866.0,9
WiFi,-0.423,-6.283,15.338,SNTPfirst,145639.0,8
WiFi,2.672,-6.527,18.339,SNTPfirst,161744.0,9
WiFi,,-8.199,,SNTPfirst,144331.0,8
WiFi,,-10.486,,SNTPfirst,161941.0,9
WiFi,,-9.755,,SNTPfirst,154647.0,8
WiFi,0.467,-7.742,15.603,SNTPfirst,144031.0,7
WiFi,0.168,-8.56,16.209,SNTPfirst,133650.0,7
WiFi,-2.957,-12.264,19.82,SNTPfirst,143027.0,7
WiFi,0.54,-8.24,14.387,SNTPfirst,133763.0,6
WiFi,0.729,-7.729,16.699,SNTPfirst,126666.0,6
WiFi,-0.301,-18.206,33.637,SNTPfirst,134487.0,7
WiFi,,-8.164,,SNTPfirst,122042.0,6
WiFi,-0.605,-104.928,17.378,SNTPfirst,71189.0,5
WiFi,,-204.17,,SNTPfirst,80084.0,5
WiFi,-0.815,-12.673,21.454,SNTPfirst,176657.0,11
WiFi,-0.643,-12.734,21.899,SNTPfirst,169008.0,10
WiFi,0.939,-6.175,13.619,SNTPfirst,152112.0,9
WiFi,,-8.039,,SNTPfirst,156451.0,8
WiFi,1.481,-5.687,12.863,SNTPfirst,147034.0,8
WiFi,0.127,-5.43,11.943,SNTPfirst,127980.0,6
WiFi,0.727,-8.042,14.915,SNTPfirst,154621.0,8
WiFi,-2.694,-13.141,19.088,SNTPfirst,152980.0,8
WiFi,0.796,-8.332,18.605,SNTPfirst,136773.0,7
WiFi,2.487,-7.85,18.278,SNTPfirst,144139.0,8
WiFi,0.142,-6.521,10.217,SNTPfirst,135584.0,7
WiFi,0.298,-7.841,13.609,SNTPfirst,145407.0,8
WiFi,0.323,-8.313,13.528,SNTPfirst,134655.0,7
WiFi,4.934,-4.219,12.77,SNTPfirst,144759.0,7
WiFi,4.03,-4.749,10.923,SNTPfirst,135828.0,7
WiFi,0.508,-8.812,19.437,SNTPfirst,135281.0,6
WiFi,-0.647,-12.243,21.847,SNTPfirst,142290.0,7
WiFi,,-12.171,,SNTPfirst,144059.0,7
WiFi,0.305,-8.563,13.615,SNTPfirst,151765.0,8
WiFi,0.307,-6.398,13.418,SNTPfirst,143175.0,7
WiFi,0.048,-8.1,14.45,SNTPfirst,135179.0,6
WiFi,-2.656,-11.053,21.511,SNTPfirst,143984.0,7
WiFi,1.437,-5.951,14.331,SNTPfirst,142845.0,7
WiFi,0.761,-10.019,21.23,SNTPfirst,135725.0,6
WiFi,1.423,-9.619,18.61,SNTPfirst,138542.0,6
WiFi,0.722,-8.974,19.511,SNTPfirst,148075.0,7
WiFi,0.143,-9.078,18.415,SNTPfirst,146686.0,6
WiFi,-1.908,-12.227,21.818,SNTPfirst,91371.0,5
WiFi,0.877,-9.394,18.674,SNTPfirst,145578.0,6
WiFi,-0.342,-7.793,14.943,SNTPfirst,137393.0,7
WiFi,-0.329,-7.957,14.996,SNTPfirst,154164.0,8
WiFi,0.572,-7.106,13.052,SNTPfirst,157840.0,8
WiFi,0.578,-5.893,12.797,SNTPfirst,137330.0,7
WiFi,-0.427,-7.485,17.428,SNTPfirst,160885.0,9
WiFi,-1.217,-12.194,17.759,SNTPfirst,167767.0,9
WiFi,-0.337,-8.549,15.169,SNTPfirst,171417.0,11
WiFi,42.245,35.111,15.723,SNTPfirst,146163.0,7
WiFi,-0.29,-6.425,15.845,SNTPfirst,142380.0,8
WiFi,,-8.389,,SNTPfirst,164870.0,10
WiFi,4.966,-1.683,13.272,SNTPfirst,169793.0,11
WiFi,0.966,-7.418,16.057,SNTPfirst,175042.0,11
WiFi,0.169,-9.017,17.112,SNTPfirst,171577.0,10
WiFi,0.639,-9.063,18.725,SNTPfirst,178775.0,11
WiFi,0.067,-10.065,16.744,SNTPfirst,179878.0,11
WiFi,0.564,-20.242,37.632,SNTPfirst,166332.0,10
WiFi,0.372,-18.302,38.056,SNTPfirst,173705.0,10
WiFi,0.38,-8.645,13.762,SNTPfirst,151725.0,8
WiFi,-0.652,-5.942,10.309,SNTPfirst,152675.0,9
WiFi,1.122,-5.783,14.714,SNTPfirst,154852.0,9
WiFi,-0.864,-6.481,12.985,SNTPfirst,172425.0,10
WiFi,,-6.892,,SNTPfirst,162546.0,9
WiFi,-1.24,-12.833,20.444,SNTPfirst,147564.0,8
WiFi,1.344,-8.527,16.032,SNTPfirst,161466.0,9
WiFi,,-7.972,,SNTPfirst,156288.0,9
WiFi,-2.213,-12.189,20.1,SNTPfirst,146813.0,8
WiFi,-2.552,-15.166,21.035,SNTPfirst,155014.0,9
WiFi,-2.342,-8.292,26.811,SNTPfirst,164379.0,10
WiFi,-1.848,-5.951,18.591,SNTPfirst,163988.0,9
WiFi,2.56,-7.3,20.541,SNTPfirst,156318.0,9
WiFi,2.185,-7.803,18.228,SNTPfirst,164908.0,9
WiFi,-49.827,-149.92,193.691,SNTPfirst,165818.0,9
WiFi,0.517,-11.259,22.543,SNTPfirst,164044.0,10
WiFi,3.417,-12.703,26.837,SNTPfirst,131566.0,7
WiFi,-0.263,-9.674,13.739,SNTPfirst,141116.0,7
WiFi,-50.436,-29.511,204.984,SNTPfirst,132834.0,7
WiFi,1.749,-5.754,13.08,SNTPfirst,125481.0,6
WiFi,0.509,-7.489,15.828,SNTPfirst,67368.0,5
WiFi,0.401,-7.529,15.63,SNTPfirst,131344.0,6
WiFi,,-12.649,,SNTPfirst,67896.0,5
WiFi,0.339,-5.308,10.917,SNTPfirst,67574.0,5
WiFi,0.644,-4.388,10.153,SNTPfirst,124455.0,6
WiFi,0.509,-4.413,9.894,SNTPfirst,69470.0,5
WiFi,1.927,-8.078,24.069,SNTPfirst,124660.0,6
WiFi,0.673,-8.228,14.11,SNTPfirst,123337.0,6
WiFi,-0.427,-9.753,15.098,SNTPfirst,73228.0,5
WiFi,-1.156,-9.027,13.642,SNTPfirst,68649.0,5
WiFi,2.397,-8.351,18.018,SNTPfirst,70802.0,5
WiFi,,-5.441,,SNTPfirst,69375.0,5
WiFi,,-5.652,,SNTPfirst,69680.0,5
WiFi,1.455,-8.241,16.298,SNTPfirst,71118.0,5
WiFi,1.249,-7.774,15.841,SNTPfirst,68882.0,5
WiFi,-0.268,-8.902,14.944,SNTPfirst,71445.0,5
WiFi,-74.333,-95.972,297.687,SNTPfirst,69551.0,5
WiFi,-26.856,-101.177,202.664,SNTPfirst,71126.0,5
WiFi,1.14,-8.453,15.427,SNTPfirst,68370.0,5
WiFi,0.512,-7.97,14.417,SNTPfirst,66550.0,5
WiFi,1.418,-10.704,25.74,SNTPfirst,69303.0,5
WiFi,2.007,-12.534,18.127,SNTPfirst,70260.0,5
WiFi,0.392,-6.164,12.879,SNTPfirst,69407.0,4
WiFi,5.742,-7.341,25.994,SNTPfirst,71530.0,5
WiFi,1.643,-8.701,17.947,SNTPfirst,69295.0,4
WiFi,1.945,-7.683,16.698,SNTPfirst,68926.0,5
WiFi,1.624,-9.19,18.611,SNTPfirst,67866.0,5
WiFi,0.658,-6.527,14.259,SNTPfirst,125611.0,6
WiFi,0.983,-4.34,10.597,SNTPfirst,67859.0,4
WiFi,0.585,-6.899,9.957,SNTPfirst,132868.0,6
WiFi,-0.761,-6.984,11.515,SNTPfirst,93605.0,5
WiFi,2.686,-7.928,18.684,SNTPfirst,68331.0,5
WiFi,-0.119,-7.499,21.404,SNTPfirst,68647.0,5
WiFi,0.592,-7.775,16.363,SNTPfirst,74872.0,5
WiFi,6.621,-8.596,28.443,SNTPfirst,65817.0,5
WiFi,-0.71,-7.455,14.225,SNTPfirst,126941.0,6
WiFi,2.399,-14.5,31.62,SNTPfirst,130682.0,6
WiFi,-53.663,-194.622,201.866,SNTPfirst,68374.0,5
WiFi,0.628,-25.808,44.166,SNTPfirst,133719.0,6
WiFi,-1.233,-10.808,20.974,SNTPfirst,137862.0,6
WiFi,,-12.284,,SNTPfirst,122555.0,6
WiFi,8.563,1.369,12.95,SNTPfirst,129424.0,6
WiFi,8.381,2.58,13.176,SNTPfirst,137750.0,6
WiFi,0.763,-7.54,14.356,SNTPfirst,69079.0,5
WiFi,1.364,-8.252,16.659,SNTPfirst,73690.0,5
WiFi,1.302,-8.387,16.074,SNTPfirst,129300.0,6
WiFi,-1.581,-7.94,23.309,SNTPfirst,132666.0,7
WiFi,-40.571,-66.243,200.195,SNTPfirst,140892.0,7
WiFi,-103.557,-226.38,412.631,SNTPfirst,140375.0,7
WiFi,-5.347,-14.113,15.538,SNTPfirst,145757.0,7
WiFi,-39.754,-229.966,201.37,SNTPfirst,133567.0,6
WiFi,-1.282,-8.72,14.49,SNTPfirst,71697.0,5
WiFi,0.684,-8.461,14.698,SNTPfirst,123392.0,6
WiFi,1.577,-8.066,21.602,SNTPfirst,125432.0,6
WiFi,-11.946,,129.67,SNTPfirst,126119.0,6
WiFi,,-170.297,,SNTPfirst,70909.0,5
WiFi,0.854,-7.713,14.112,SNTPfirst,68062.0,5
WiFi,-0.089,-6.26,14.573,SNTPfirst,138036.0,7
WiFi,0.546,-8.458,18.117,SNTPfirst,144618.0,7
WiFi,-72.782,-21.986,159.424,SNTPfirst,69146.0,5
WiFi,0.42,-7.978,13.902,SNTPfirst,69044.0,4
WiFi,0.372,-7.293,15.687,SNTPfirst,143680.0,7
WiFi,1.526,-7.666,15.942,SNTPfirst,153758.0,8
WiFi,2.66,-7.0,17.538,SNTPfirst,154572.0,8
WiFi,0.206,-8.145,14.599,SNTPfirst,154196.0,8
WiFi,-0.239,-9.109,17.754,SNTPfirst,144124.0,8
WiFi,1.61,-7.706,16.36,SNTPfirst,161404.0,9
WiFi,-1.21,-20.962,37.498,SNTPfirst,152104.0,9
WiFi,-0.928,-7.019,13.482,SNTPfirst,152497.0,8
WiFi,-0.191,-8.434,15.473,SNTPfirst,155777.0,8
WiFi,1.101,-8.102,15.603,SNTPfirst,151774.0,9
WiFi,2.354,-8.284,17.897,SNTPfirst,143572.0,8
WiFi,,,,SNTPfirst,152433.0,8
WiFi,0.895,-7.858,14.962,SNTPfirst,159933.0,9
WiFi,2.267,-8.054,18.152,SNTPfirst,152711.0,8
WiFi,0.153,-13.84,24.903,SNTPfirst,149474.0,8
WiFi,0.597,-9.906,13.528,SNTPfirst,154315.0,8
WiFi,0.539,-7.347,13.202,SNTPfirst,144342.0,8
WiFi,0.598,-7.532,15.273,SNTPfirst,151489.0,8
WiFi,-1.677,-11.299,15.792,SNTPfirst,147952.0,8
WiFi,0.897,-7.879,15.199,SNTPfirst,152257.0,8
WiFi,0.873,-9.861,15.077,SNTPfirst,153079.0,8
WiFi,0.32,-6.399,13.403,SNTPfirst,151706.0,9
WiFi,-0.503,-19.542,38.154,SNTPfirst,155140.0,9
WiFi,0.204,-22.782,38.395,SNTPfirst,145119.0,8
WiFi,0.989,-4.594,12.792,SNTPfirst,139057.0,8
WiFi,0.419,-6.767,14.311,SNTPfirst,152921.0,8
WiFi,1.266,-7.927,16.522,SNTPfirst,140972.0,7
WiFi,0.457,-7.629,15.67,SNTPfirst,168621.0,10
WiFi,2.035,-8.802,22.236,SNTPfirst,151679.0,8
WiFi,-2.508,-12.405,21.136,SNTPfirst,143786.0,8
WiFi,-1.56,-12.468,19.946,SNTPfirst,152093.0,8
WiFi,-0.238,-8.402,15.1,SNTPfirst,68434.0,5
WiFi,-0.236,-7.728,15.198,SNTPfirst,67664.0,5
WiFi,-2.895,-16.152,22.211,SNTPfirst,125816.0,6
WiFi,,-14.258,,SNTPfirst,76347.0,5
WiFi,1.014,-5.933,10.107,SNTPfirst,124936.0,6
WiFi,0.403,-10.962,14.497,SNTPfirst,67751.0,5
WiFi,0.335,-7.3,14.076,SNTPfirst,124763.0,6
WiFi,0.331,-8.21,15.581,SNTPfirst,69128.0,5
WiFi,0.734,-7.425,15.825,SNTPfirst,76400.0,5
WiFi,0.375,-8.291,14.369,SNTPfirst,68158.0,5
WiFi,1.505,-24.039,47.953,SNTPfirst,124453.0,6
WiFi,0.697,-8.171,18.429,SNTPfirst,74319.0,5
WiFi,0.145,-9.801,16.968,SNTPfirst,124306.0,6
WiFi,,-7.842,,SNTPfirst,68346.0,5
WiFi,0.718,-9.05,18.516,SNTPfirst,70439.0,5
WiFi,2.407,-6.717,18.117,SNTPfirst,68185.0,5
WiFi,,-5.381,,SNTPfirst,125324.0,6
WiFi,0.356,-10.503,14.421,SNTPfirst,124778.0,6
WiFi,1.25,-8.588,16.398,SNTPfirst,125384.0,6
WiFi,-2.287,-7.66,24.978,SNTPfirst,124654.0,6
WiFi,0.686,-8.047,14.159,SNTPfirst,69632.0,5
WiFi,2.936,-4.998,20.4,SNTPfirst,65059.0,5
WiFi,3.361,-4.819,17.106,SNTPfirst,78695.0,5
WiFi,0.356,-9.306,15.169,SNTPfirst,123747.0,6
WiFi,1.402,-7.468,16.931,SNTPfirst,68057.0,5
WiFi,-1.484,-17.496,24.232,SNTPfirst,126652.0,6
WiFi,0.27,-5.09,10.999,SNTPfirst,138694.0,7
WiFi,0.354,-5.205,10.929,SNTPfirst,140447.0,8
WiFi,3.194,-8.427,19.843,SNTPfirst,123603.0,6
WiFi,54.993,46.07,17.953,SNTPfirst,156724.0,7
WiFi,2.343,-6.567,17.878,SNTPfirst,160121.0,7
WiFi,0.023,-11.359,17.469,SNTPfirst,146686.0,7
WiFi,5.283,-3.607,19.151,SNTPfirst,196565.0,9
WiFi,0.164,-183.899,14.91,SNTPfirst,188799.0,8
WiFi,1.09,-8.367,14.529,SNTPfirst,188751.0,8
WiFi,-0.391,-6.229,15.593,SNTPfirst,186818.0,8
WiFi,5.439,-3.243,16.762,SNTPfirst,195753.0,8
WiFi,,-7.198,,SNTPfirst,178748.0,7
WiFi,0.368,-7.64,13.782,SNTPfirst,188222.0,8
WiFi,,-8.175,,SNTPfirst,173931.0,6
WiFi,0.599,-7.307,13.382,SNTPfirst,189832.0,8
WiFi,0.369,-8.085,14.303,SNTPfirst,189941.0,6
WiFi,5.581,-2.838,16.579,SNTPfirst,216425.0,7
WiFi,7.335,-4.396,25.36,SNTPfirst,226957.0,8
WiFi,4.235,-3.474,15.761,SNTPfirst,199060.0,7
WiFi,,-150.531,,SNTPfirst,188018.0,6
WiFi,,-157.554,,SNTPfirst,182180.0,6
WiFi,4.371,-0.902,9.862,SNTPfirst,213756.0,7
WiFi,5.274,-0.719,11.868,SNTPfirst,197218.0,6
WiFi,0.85,-7.048,13.465,SNTPfirst,114614.0,5
WiFi,0.657,-7.823,14.187,SNTPfirst,112666.0,4
WiFi,0.917,-5.882,13.43,SNTPfirst,124904.0,5
WiFi,4.294,-2.215,9.725,SNTPfirst,146491.0,7
WiFi,5.49,-1.947,12.208,SNTPfirst,126277.0,6
WiFi,0.596,-3.659,11.952,SNTPfirst,165873.0,8
WiFi,0.558,-10.253,18.054,SNTPfirst,152920.0,8
WiFi,-1.507,-17.504,28.378,SNTPfirst,152112.0,6
WiFi,3.007,-7.539,18.097,SNTPfirst,164593.0,8
WiFi,0.166,-7.74,14.944,SNTPfirst,165439.0,8
WiFi,-0.813,-14.871,31.244,SNTPfirst,188222.0,8
WiFi,,-6.386,,SNTPfirst,155519.0,8
WiFi,2.108,-7.627,28.331,SNTPfirst,187167.0,8
WiFi,2.566,-6.007,19.317,SNTPfirst,187174.0,8
WiFi,3.005,-6.003,18.007,SNTPfirst,179809.0,7
WiFi,3.178,-7.253,18.45,SNTPfirst,92511.0,5
WiFi,2.611,-6.028,20.86,SNTPfirst,165782.0,7
WiFi,0.581,-8.25,14.222,SNTPfirst,187787.0,7
WiFi,1.431,-7.546,16.142,SNTPfirst,163148.0,6
WiFi,,-7.634,,SNTPfirst,187655.0,8
WiFi,2.448,-8.094,17.958,SNTPfirst,176296.0,7
WiFi,,-7.334,,SNTPfirst,163544.0,6
WiFi,-3.544,-19.723,31.357,SNTPfirst,175754.0,6
WiFi,1.863,-8.198,17.01,SNTPfirst,184093.0,7
WiFi,,-7.97,,SNTPfirst,177506.0,7
WiFi,0.179,-9.106,15.067,SNTPfirst,175874.0,7
WiFi,0.569,-8.45,14.339,SNTPfirst,172581.0,7
WiFi,,-4.679,,SNTPfirst,196084.0,8
WiFi,-0.369,-10.343,18.389,SNTPfirst,178067.0,7
WiFi,-0.231,-9.424,17.901,SNTPfirst,157984.0,7
WiFi,0.633,-7.245,14.48,SNTPfirst,165307.0,6
WiFi,-0.125,-8.175,15.734,SNTPfirst,160921.0,6
WiFi,0.358,-6.03,12.937,SNTPfirst,173551.0,7
WiFi,-0.01,-5.95,13.534,SNTPfirst,189500.0,8
WiFi,2.151,-20.107,37.126,SNTPfirst,183173.0,7
WiFi,1.489,-16.271,35.737,SNTPfirst,157049.0,6
WiFi,-2.211,-14.247,22.892,SNTPfirst,203983.0,9
WiFi,,-8.944,,SNTPfirst,94434.0,5
WiFi,-0.135,-8.422,13.663,SNTPfirst,165282.0,8
WiFi,4.953,-8.128,24.073,SNTPfirst,165226.0,8
WiFi,0.464,-21.378,37.363,SNTPfirst,163068.0,7
WiFi,2.347,-7.97,17.855,SNTPfirst,165999.0,7
WiFi,0.547,-7.31,15.573,SNTPfirst,175560.0,8
WiFi,0.375,-9.393,19.297,SNTPfirst,177085.0,8
WiFi,,-7.608,,SNTPfirst,165039.0,8
WiFi,0.681,-11.083,19.071,SNTPfirst,165970.0,8
WiFi,3.151,-7.957,23.702,SNTPfirst,164846.0,8
WiFi,-15.264,-25.377,17.893,SNTPfirst,154915.0,8
WiFi,0.515,-7.181,15.303,SNTPfirst,125416.0,6
WiFi,0.81,-6.641,14.57,SNTPfirst,165606.0,8
WiFi,1.401,-6.191,15.068,SNTPfirst,134459.0,7
WiFi,0.748,-7.761,14.118,SNTPfirst,167440.0,8
WiFi,-0.398,-7.538,9.717,SNTPfirst,143159.0,7
WiFi,,-6.843,,SNTPfirst,166134.0,8
WiFi,0.72,-20.013,15.797,SNTPfirst,127454.0,6
WiFi,0.533,-7.384,15.278,SNTPfirst,72485.0,5
WiFi,3.396,-5.071,16.739,SNTPfirst,70538.0,4
