networkClass,connectivity,timeDifferenceTo1PPSms
Broadband,WiFi,-1.629
Broadband,WiFi,-2.793
Broadband,WiFi,0.411
Broadband,WiFi,2.189
Broadband,WiFi,-4.827
Broadband,WiFi,0.669
Broadband,WiFi,1.153
Broadband,WiFi,1.458
Broadband,WiFi,0.874
Broadband,WiFi,0.615
Broadband,WiFi,0.589
Broadband,WiFi,0.231
Broadband,WiFi,0.214
Broadband,WiFi,-1.287
Broadband,WiFi,-0.406
Broadband,WiFi,0.675
Broadband,WiFi,3.023
Broadband,WiFi,-0.775
Broadband,WiFi,2.079
Broadband,WiFi,4.351
Broadband,WiFi,-0.277
Broadband,WiFi,0.601
Broadband,WiFi,0.176
Broadband,WiFi,-0.174
Broadband,WiFi,-23.184
Broadband,WiFi,6.301
Broadband,WiFi,1.469
Broadband,WiFi,1.304
Broadband,WiFi,-2.018
Broadband,WiFi,0.761
Broadband,WiFi,-0.087
Broadband,WiFi,-2.636
Broadband,WiFi,1.726
Broadband,WiFi,0.116
Broadband,WiFi,3.118
Broadband,WiFi,1.365
Broadband,WiFi,0.586
Broadband,WiFi,-1.76
Broadband,WiFi,-1.379
Broadband,WiFi,-47.555
Broadband,WiFi,1.714
Broadband,WiFi,-0.022
Broadband,WiFi,0.761
Broadband,WiFi,0.55
Broadband,WiFi,1.258
Broadband,WiFi,2.142
Broadband,WiFi,-0.406
Broadband,WiFi,-0.169
Broadband,WiFi,0.358
Broadband,WiFi,-0.408
Broadband,WiFi,0.795
Broadband,WiFi,-0.694
Broadband,WiFi,-3.003
Broadband,WiFi,3.044
Broadband,WiFi,3.264
Broadband,WiFi,2.657
Broadband,WiFi,-3.847
Broadband,WiFi,0.209
Broadband,WiFi,-75.358
Broadband,WiFi,-0.164
Broadband,WiFi,0.398
Broadband,WiFi,0.073
Broadband,WiFi,-0.24
Broadband,WiFi,-0.767
Broadband,WiFi,-0.17
Broadband,WiFi,0.921
Broadband,WiFi,-1.071
Broadband,WiFi,1.165
Broadband,WiFi,1.182
Broadband,WiFi,-0.192
Broadband,WiFi,-0.864
Broadband,WiFi,0.655
Broadband,WiFi,0.954
Broadband,WiFi,-91.241
Broadband,WiFi,3.093
Broadband,WiFi,0.896
Broadband,WiFi,3.151
Broadband,WiFi,1.685
Broadband,WiFi,-1.911
Broadband,WiFi,0.644
Broadband,WiFi,0.477
Broadband,WiFi,0.454
Broadband,WiFi,2.045
Broadband,WiFi,0.1
Broadband,WiFi,0.752
Broadband,WiFi,0.843
Broadband,WiFi,-2.695
Broadband,WiFi,-1.635
Broadband,WiFi,-0.629
Broadband,WiFi,1.781
Broadband,WiFi,-1.242
Broadband,WiFi,0.186
Broadband,WiFi,-73.942
Broadband,WiFi,0.776
Broadband,WiFi,0.093
Broadband,WiFi,0.427
Broadband,WiFi,1.024
Broadband,WiFi,1.603
Broadband,WiFi,0.168
Broadband,WiFi,-0.527
Broadband,WiFi,-3.554
Broadband,WiFi,-0.136
Broadband,WiFi,0.156
Broadband,WiFi,-0.162
Broadband,WiFi,0.097
Broadband,WiFi,-0.347
Broadband,WiFi,0.159
Broadband,WiFi,-0.473
Broadband,WiFi,0.179
Broadband,WiFi,1.45
Broadband,WiFi,0.131
Broadband,WiFi,-1.178
Broadband,WiFi,-0.456
Broadband,WiFi,1.869
Broadband,WiFi,4.0
Broadband,WiFi,1.616
Broadband,WiFi,3.339
Broadband,WiFi,2.371
Broadband,WiFi,-10.02
Broadband,WiFi,0.417
Broadband,WiFi,-1.49
Broadband,WiFi,0.553
Broadband,WiFi,-8.659
Broadband,WiFi,1.821
Broadband,WiFi,0.216
Broadband,WiFi,1.01
Broadband,WiFi,0.062
Broadband,WiFi,0.06
Broadband,WiFi,0.0
Broadband,WiFi,-0.7
Broadband,WiFi,-2.3
Broadband,WiFi,-35.477
Broadband,WiFi,2.542
Broadband,WiFi,3.442
Broadband,WiFi,-0.167
Broadband,WiFi,0.553
Broadband,WiFi,0.597
Broadband,WiFi,-0.362
Broadband,WiFi,-14.858
Broadband,WiFi,-0.538
Broadband,WiFi,0.806
Broadband,WiFi,0.043
Broadband,WiFi,4.39
Broadband,WiFi,0.541
Broadband,WiFi,2.619
Broadband,WiFi,-1.855
Broadband,WiFi,0.603
Broadband,WiFi,0.605
Broadband,WiFi,-1.909
Broadband,WiFi,0.13
Broadband,WiFi,1.715
Broadband,WiFi,0.297
Broadband,WiFi,-96.992
Broadband,WiFi,-3.272
Broadband,WiFi,-51.47
Broadband,WiFi,
Broadband,WiFi,0.218
Broadband,WiFi,-0.324
Broadband,WiFi,-2.307
Broadband,WiFi,-0.627
Broadband,WiFi,0.615
Broadband,WiFi,2.344
Broadband,WiFi,0.893
Broadband,WiFi,-1.013
Broadband,WiFi,0.705
Broadband,WiFi,4.179
Broadband,WiFi,0.567
Broadband,WiFi,0.27
Broadband,WiFi,1.379
Broadband,WiFi,4.169
Broadband,WiFi,0.631
Broadband,WiFi,-2.17
Broadband,WiFi,3.429
Broadband,WiFi,2.182
Broadband,WiFi,3.714
Broadband,WiFi,0.486
Broadband,WiFi,-0.283
Broadband,WiFi,0.544
Broadband,WiFi,-1.16
Broadband,WiFi,0.072
Broadband,WiFi,-1.346
Broadband,WiFi,60.42
Broadband,WiFi,1.065
Broadband,WiFi,0.375
Broadband,WiFi,-0.029
Broadband,WiFi,0.099
Broadband,WiFi,-3.721
Broadband,WiFi,-1.504
Broadband,WiFi,-0.437
Broadband,WiFi,0.074
Broadband,WiFi,-0.554
Broadband,WiFi,-2.397
Broadband,WiFi,-0.337
Broadband,WiFi,-0.327
Broadband,WiFi,-0.37
Broadband,WiFi,-2.954
Broadband,WiFi,0.457
Broadband,WiFi,-2.438
Broadband,WiFi,-1.423
Broadband,WiFi,-1.528
Broadband,WiFi,1.27
Broadband,WiFi,0.467
Broadband,WiFi,3.949
Broadband,WiFi,0.608
Broadband,WiFi,-0.429
Broadband,WiFi,-0.203
Broadband,WiFi,2.025
Broadband,WiFi,-0.148
Broadband,WiFi,0.817
Broadband,WiFi,-0.239
Broadband,WiFi,-0.084
Broadband,WiFi,-0.115
Broadband,WiFi,0.713
Broadband,WiFi,0.331
Broadband,WiFi,-0.659
Broadband,WiFi,0.806
Broadband,WiFi,0.225
Broadband,WiFi,-0.58
Broadband,WiFi,-0.147
Broadband,WiFi,-106.582
Broadband,WiFi,0.532
Broadband,WiFi,0.61
Broadband,WiFi,1.347
Broadband,WiFi,-0.139
Broadband,WiFi,-1.848
Broadband,WiFi,-0.885
Broadband,WiFi,-0.482
Broadband,WiFi,2.588
Broadband,WiFi,0.163
Broadband,WiFi,-0.694
Broadband,WiFi,0.282
Broadband,WiFi,0.021
Broadband,WiFi,-1.321
Broadband,WiFi,-0.768
Broadband,WiFi,1.208
Broadband,WiFi,-0.133
Broadband,WiFi,1.302
Broadband,WiFi,-0.193
Broadband,WiFi,2.016
Broadband,WiFi,-2.518
Broadband,WiFi,-2.684
Broadband,WiFi,3.131
Broadband,WiFi,1.994
Broadband,WiFi,0.359
Broadband,WiFi,2.248
Broadband,WiFi,0.76
Broadband,WiFi,-1.211
Broadband,WiFi,0.913
Broadband,WiFi,1.972
Broadband,WiFi,-1.73
Broadband,WiFi,0.162
Broadband,WiFi,3.931
Broadband,WiFi,-0.115
Broadband,WiFi,-0.178
Broadband,WiFi,-3.454
Broadband,WiFi,6.294
Broadband,WiFi,2.301
Broadband,WiFi,7.404
Broadband,WiFi,2.362
Broadband,WiFi,2.742
Broadband,WiFi,0.381
Broadband,WiFi,0.082
Broadband,WiFi,0.53
Broadband,WiFi,3.215
Broadband,WiFi,0.564
Broadband,WiFi,1.592
Broadband,WiFi,19.95
Broadband,WiFi,-0.393
Broadband,WiFi,0.281
Broadband,WiFi,4.119
Broadband,WiFi,0.979
Broadband,WiFi,1.52
Broadband,WiFi,0.159
Broadband,WiFi,-0.737
Broadband,WiFi,4.745
Broadband,WiFi,3.352
Broadband,WiFi,0.132
Broadband,WiFi,-0.075
Broadband,WiFi,-0.116
Broadband,WiFi,0.271
Broadband,WiFi,1.3
Broadband,WiFi,2.318
Broadband,WiFi,1.229
Broadband,WiFi,1.362
Broadband,WiFi,-2.163
Broadband,WiFi,0.839
Broadband,WiFi,0.508
Broadband,WiFi,-0.326
Broadband,WiFi,-0.313
Broadband,WiFi,-1.222
Broadband,WiFi,-1.19
Broadband,WiFi,0.407
Broadband,WiFi,-5.548
Broadband,WiFi,0.775
Broadband,WiFi,5.342
Broadband,WiFi,-0.654
Broadband,WiFi,-0.073
Broadband,WiFi,-49.287
Broadband,WiFi,0.039
Broadband,WiFi,0.005
Broadband,WiFi,0.565
Broadband,WiFi,0.014
Broadband,WiFi,0.551
Broadband,WiFi,1.329
Broadband,WiFi,0.897
Broadband,WiFi,-0.494
Broadband,WiFi,3.408
Broadband,WiFi,-0.555
Broadband,WiFi,-0.381
Broadband,WiFi,0.663
Broadband,WiFi,-1.701
Broadband,WiFi,3.16
Broadband,WiFi,0.636
Broadband,WiFi,-1.618
Broadband,WiFi,-1.129
Broadband,WiFi,1.3
Broadband,WiFi,1.196
Broadband,WiFi,0.201
Broadband,WiFi,-1.045
Broadband,WiFi,1.388
Broadband,WiFi,0.482
Broadband,WiFi,1.831
Broadband,WiFi,2.557
Broadband,WiFi,0.975
Broadband,WiFi,0.759
Broadband,WiFi,1.727
Broadband,WiFi,-1.199
Broadband,WiFi,-1.953
Broadband,WiFi,-0.16
Broadband,WiFi,-3.078
Broadband,WiFi,-0.47
Broadband,WiFi,1.841
Broadband,WiFi,2.861
Broadband,WiFi,0.481
Broadband,WiFi,1.149
Broadband,WiFi,-0.131
Broadband,WiFi,0.517
Broadband,WiFi,-1.844
Broadband,WiFi,0.51
Broadband,WiFi,1.361
Broadband,WiFi,-2.365
Broadband,WiFi,1.859
Broadband,WiFi,-54.587
Broadband,WiFi,1.009
Broadband,WiFi,-2.567
Broadband,WiFi,-1.817
Broadband,WiFi,1.06
Broadband,WiFi,0.502
Broadband,WiFi,-4.121
Broadband,WiFi,-5.408
Broadband,WiFi,-54.026
Broadband,WiFi,-0.047
Broadband,WiFi,-1.079
Broadband,WiFi,-1.178
Broadband,WiFi,-0.605
Broadband,WiFi,1.169
Broadband,WiFi,-1.021
Broadband,WiFi,0.594
Broadband,WiFi,-0.429
Broadband,WiFi,1.21
Broadband,WiFi,-0.053
Broadband,WiFi,0.15
Broadband,WiFi,3.563
Broadband,WiFi,0.782
Broadband,WiFi,-2.46
Broadband,WiFi,1.458
Broadband,WiFi,-0.366
Broadband,WiFi,1.229
Broadband,WiFi,0.94
Broadband,WiFi,0.288
Broadband,WiFi,-0.093
Broadband,WiFi,0.633
Broadband,WiFi,3.352
Broadband,WiFi,-3.133
Broadband,WiFi,1.43
Broadband,WiFi,-0.252
Broadband,WiFi,-80.271
Broadband,WiFi,0.58
Broadband,WiFi,0.553
Broadband,WiFi,1.137
Broadband,WiFi,1.882
Broadband,WiFi,1.614
Broadband,WiFi,-4.05
Broadband,WiFi,-0.001
Broadband,WiFi,-0.155
Broadband,WiFi,0.764
Broadband,WiFi,0.741
Broadband,WiFi,-38.022
Broadband,WiFi,0.526
Broadband,WiFi,3.504
Broadband,WiFi,-1.656
Broadband,WiFi,-0.994
Broadband,WiFi,1.955
Broadband,WiFi,6.998
Broadband,WiFi,1.759
Broadband,WiFi,0.092
Broadband,WiFi,-0.429
Broadband,WiFi,-1.517
Broadband,WiFi,-4.149
Broadband,WiFi,0.683
Broadband,WiFi,1.177
Broadband,WiFi,2.954
Broadband,WiFi,-4.258
Broadband,WiFi,-3.091
Broadband,WiFi,-0.404
Broadband,WiFi,-0.276
Broadband,WiFi,1.462
Broadband,WiFi,1.515
Broadband,WiFi,0.123
Broadband,WiFi,-0.324
Broadband,WiFi,1.668
Broadband,WiFi,1.922
Broadband,WiFi,-1.432
Broadband,WiFi,0.656
Broadband,WiFi,2.498
Broadband,WiFi,-59.111
Broadband,WiFi,-0.941
Broadband,WiFi,0.239
Broadband,WiFi,-0.693
Broadband,WiFi,-0.012
Broadband,WiFi,-2.962
Broadband,WiFi,-4.971
Broadband,WiFi,-1.839
Broadband,WiFi,-3.103
Broadband,WiFi,0.516
Broadband,WiFi,3.171
Broadband,WiFi,-0.375
Broadband,WiFi,0.006
Broadband,WiFi,-36.408
Broadband,WiFi,0.131
Broadband,WiFi,-1.425
Broadband,WiFi,-1.296
Broadband,WiFi,-0.106
Broadband,WiFi,3.021
Broadband,WiFi,-0.174
Broadband,WiFi,-0.227
Broadband,WiFi,-0.481
Broadband,WiFi,0.74
Broadband,WiFi,2.059
Broadband,WiFi,-0.114
Broadband,WiFi,0.584
Broadband,WiFi,0.834
Broadband,WiFi,0.87
Broadband,WiFi,-0.294
Broadband,WiFi,-0.069
Broadband,WiFi,3.223
Broadband,WiFi,-0.405
Broadband,WiFi,0.213
Broadband,WiFi,-1.527
Broadband,WiFi,-0.231
Broadband,WiFi,-0.55
Broadband,WiFi,0.747
Broadband,WiFi,0.546
Broadband,WiFi,0.524
Broadband,WiFi,-0.211
Broadband,WiFi,0.008
Broadband,WiFi,6.497
Broadband,WiFi,-1.861
Broadband,WiFi,-0.93
Broadband,WiFi,-87.892
Broadband,WiFi,-68.022
Broadband,WiFi,-2.027
Broadband,WiFi,0.89
Broadband,WiFi,0.029
Broadband,WiFi,-1.026
Broadband,WiFi,0.721
Broadband,WiFi,0.312
Broadband,WiFi,0.472
Broadband,WiFi,0.827
Broadband,WiFi,-34.5
Broadband,WiFi,-1.955
Broadband,WiFi,3.217
Broadband,WiFi,-0.895
Broadband,WiFi,-38.203
Broadband,WiFi,-0.208
Broadband,WiFi,0.018
Broadband,WiFi,-0.722
Broadband,WiFi,0.257
Broadband,WiFi,0.387
Broadband,WiFi,0.605
Broadband,WiFi,-0.458
Broadband,WiFi,-0.052
Broadband,WiFi,-0.36
Broadband,WiFi,-0.494
Broadband,WiFi,0.678
Broadband,WiFi,0.745
Broadband,WiFi,0.432
Broadband,WiFi,1.256
Broadband,WiFi,3.974
Broadband,WiFi,0.363
Broadband,WiFi,3.093
Broadband,WiFi,0.005
Broadband,WiFi,2.109
Broadband,WiFi,3.003
Broadband,WiFi,-84.424
Broadband,WiFi,-18.625
Broadband,WiFi,-1.528
Broadband,WiFi,-1.857
Broadband,WiFi,0.771
Broadband,WiFi,-0.002
Broadband,WiFi,0.609
Broadband,WiFi,
Broadband,WiFi,-0.037
Broadband,WiFi,-0.741
Broadband,WiFi,1.324
Broadband,WiFi,0.02
Broadband,WiFi,0.264
Broadband,WiFi,1.25
Broadband,WiFi,0.582
Broadband,WiFi,2.569
Broadband,WiFi,1.164
Broadband,WiFi,1.084
Broadband,WiFi,1.634
Broadband,WiFi,-0.273
Broadband,WiFi,3.296
Broadband,WiFi,-0.041
Broadband,WiFi,-0.034
Broadband,WiFi,-3.368
Broadband,WiFi,0.95
Broadband,WiFi,-0.585
Broadband,WiFi,-0.333
Broadband,WiFi,0.97
Broadband,WiFi,1.439
Broadband,WiFi,-2.421
Broadband,WiFi,-1.343
Broadband,WiFi,2.556
Broadband,WiFi,1.076
Broadband,WiFi,-0.541
Broadband,WiFi,1.497
Broadband,WiFi,1.455
Broadband,WiFi,-0.796
Broadband,WiFi,-2.095
Broadband,WiFi,0.279
Broadband,WiFi,0.715
Broadband,WiFi,2.052
Broadband,WiFi,0.071
Broadband,WiFi,-1.443
Broadband,WiFi,-0.469
Broadband,WiFi,0.534
Broadband,WiFi,-0.267
Broadband,WiFi,-2.354
Broadband,WiFi,-0.016
Broadband,WiFi,-0.205
Broadband,WiFi,-1.139
Broadband,WiFi,1.433
Broadband,WiFi,0.007
Broadband,WiFi,0.102
Broadband,WiFi,-0.984
Broadband,WiFi,-0.11
Broadband,WiFi,-0.144
Broadband,WiFi,1.279
Broadband,WiFi,0.556
Broadband,WiFi,-0.089
Broadband,WiFi,4.338
Broadband,WiFi,1.306
Broadband,WiFi,-4.89
Broadband,WiFi,-0.023
Broadband,WiFi,-0.068
Broadband,WiFi,1.179
Broadband,WiFi,0.021
Broadband,WiFi,0.107
Broadband,WiFi,-10.688
Broadband,WiFi,0.064
Broadband,WiFi,-1.109
Broadband,WiFi,-0.889
Broadband,WiFi,0.469
Broadband,WiFi,0.42
Broadband,WiFi,-0.547
Broadband,WiFi,2.372
Broadband,WiFi,3.204
Broadband,WiFi,0.982
Broadband,WiFi,0.088
Broadband,WiFi,0.545
Broadband,WiFi,1.281
Broadband,WiFi,2.568
Broadband,WiFi,-0.579
Broadband,WiFi,-1.181
Broadband,WiFi,2.367
Broadband,WiFi,-0.072
Broadband,WiFi,1.099
Broadband,WiFi,1.07
Broadband,WiFi,-0.368
Broadband,WiFi,1.185
Broadband,WiFi,-0.118
Broadband,WiFi,1.318
Broadband,WiFi,-88.908
Broadband,WiFi,1.144
Broadband,WiFi,-3.004
Broadband,WiFi,-0.496
Broadband,WiFi,-2.06
Broadband,WiFi,-1.487
Broadband,WiFi,-0.005
Broadband,WiFi,-0.601
Broadband,WiFi,2.274
Broadband,WiFi,-0.643
Broadband,WiFi,0.058
Broadband,WiFi,1.291
Broadband,WiFi,-1.345
Broadband,WiFi,-3.915
Broadband,WiFi,-6.123
Broadband,WiFi,0.124
Broadband,WiFi,-0.076
Broadband,WiFi,-0.99
Broadband,WiFi,11.678
Broadband,WiFi,2.229
Broadband,WiFi,1.105
Broadband,WiFi,1.486
Broadband,WiFi,0.38
Broadband,WiFi,0.517
Broadband,WiFi,-0.612
Broadband,WiFi,0.611
Broadband,WiFi,-0.011
Broadband,WiFi,0.467
Broadband,WiFi,0.8
Broadband,WiFi,0.325
Broadband,WiFi,1.896
Broadband,WiFi,2.345
Broadband,WiFi,0.568
Broadband,WiFi,-0.226
Broadband,WiFi,0.156
Broadband,WiFi,2.881
Broadband,WiFi,2.516
Broadband,WiFi,2.462
Broadband,WiFi,0.606
Broadband,WiFi,1.236
Broadband,WiFi,0.495
Broadband,WiFi,0.374
Broadband,WiFi,-25.871
Broadband,WiFi,-3.906
Broadband,WiFi,0.518
Broadband,WiFi,-0.631
Broadband,WiFi,-2.377
Broadband,WiFi,0.969
Broadband,WiFi,1.125
Broadband,WiFi,-0.288
Broadband,WiFi,1.021
Broadband,WiFi,0.174
Broadband,WiFi,-0.062
Broadband,WiFi,5.133
Broadband,WiFi,0.701
Broadband,WiFi,0.339
Broadband,WiFi,1.076
Broadband,WiFi,-1.772
Broadband,WiFi,-0.101
Broadband,WiFi,-4.047
Broadband,WiFi,-2.367
Broadband,WiFi,-0.025
Broadband,WiFi,-6.267
Broadband,WiFi,0.298
Broadband,WiFi,0.006
Broadband,WiFi,0.453
Broadband,WiFi,-0.572
Broadband,WiFi,1.309
Broadband,WiFi,-0.517
Broadband,WiFi,1.316
Broadband,WiFi,0.228
Broadband,WiFi,2.573
Broadband,WiFi,3.947
Broadband,WiFi,3.63
Broadband,WiFi,-0.109
Broadband,WiFi,-0.023
Broadband,WiFi,0.655
Broadband,WiFi,-0.307
Broadband,WiFi,-2.446
Broadband,WiFi,0.555
Broadband,WiFi,0.267
Broadband,WiFi,-5.97
Broadband,WiFi,0.166
Broadband,WiFi,-0.168
Broadband,WiFi,-2.652
Broadband,WiFi,0.198
Broadband,WiFi,3.198
Broadband,WiFi,1.663
Broadband,WiFi,-2.028
Broadband,WiFi,2.458
Broadband,WiFi,-1.965
Broadband,WiFi,-1.133
Broadband,WiFi,1.486
Broadband,WiFi,1.505
Broadband,WiFi,-0.074
Broadband,WiFi,0.951
Broadband,WiFi,0.643
Broadband,WiFi,-0.197
Broadband,WiFi,-0.146
Broadband,WiFi,0.478
Broadband,WiFi,0.148
Broadband,WiFi,1.41
Broadband,WiFi,2.727
Broadband,WiFi,-1.424
Broadband,WiFi,0.81
Broadband,WiFi,2.004
Broadband,WiFi,3.676
Broadband,WiFi,-2.573
Broadband,WiFi,1.971
Broadband,WiFi,-5.332
Broadband,WiFi,0.069
Broadband,WiFi,0.72
Broadband,WiFi,0.555
Broadband,WiFi,-2.761
Broadband,WiFi,1.066
Broadband,WiFi,-1.027
Broadband,WiFi,-1.546
Broadband,WiFi,-1.045
Broadband,WiFi,-1.356
Broadband,WiFi,0.039
Broadband,WiFi,-1.577
Broadband,WiFi,-0.628
Broadband,WiFi,-0.98
Broadband,WiFi,3.084
Broadband,WiFi,2.377
Broadband,WiFi,1.421
Broadband,WiFi,1.974
Broadband,WiFi,-4.425
Broadband,WiFi,-8.47
Broadband,WiFi,-1.538
Broadband,WiFi,0.652
Broadband,WiFi,-12.175
Broadband,WiFi,0.178
Broadband,WiFi,-0.015
Broadband,WiFi,0.069
Broadband,WiFi,-0.572
Broadband,WiFi,1.87
Broadband,WiFi,2.528
Broadband,WiFi,2.374
Broadband,WiFi,3.193
Broadband,WiFi,-1.386
Broadband,WiFi,0.645
Broadband,WiFi,0.629
Broadband,WiFi,3.712
Broadband,WiFi,0.002
Broadband,WiFi,-0.059
Broadband,WiFi,2.156
Broadband,WiFi,1.963
Broadband,WiFi,-1.843
Broadband,WiFi,-1.868
Broadband,WiFi,-2.172
Broadband,WiFi,-5.611
Broadband,WiFi,1.685
Broadband,WiFi,-2.043
Broadband,WiFi,-9.642
Broadband,WiFi,-14.649
Broadband,WiFi,-0.762
Broadband,WiFi,1.797
Broadband,WiFi,-2.171
Broadband,WiFi,-1.785
Broadband,WiFi,-3.71
Broadband,WiFi,0.91
Broadband,WiFi,-6.242
Broadband,WiFi,0.69
Broadband,WiFi,0.521
Broadband,WiFi,0.569
Broadband,WiFi,-0.318
Broadband,WiFi,1.334
Broadband,WiFi,0.175
Broadband,WiFi,2.833
Broadband,WiFi,1.397
Broadband,WiFi,1.657
Broadband,WiFi,-0.93
Broadband,WiFi,-2.239
Broadband,WiFi,-2.185
Broadband,WiFi,-0.88
Broadband,WiFi,0.808
Broadband,WiFi,-0.616
Broadband,WiFi,2.019
Broadband,WiFi,-1.801
Broadband,WiFi,-0.134
Broadband,WiFi,-0.317
Broadband,WiFi,1.985
Broadband,WiFi,10.053
Broadband,WiFi,1.444
Broadband,WiFi,-3.442
Broadband,WiFi,-2.489
Broadband,WiFi,-0.33
Broadband,WiFi,0.126
Broadband,WiFi,2.687
Broadband,WiFi,0.186
Broadband,WiFi,-1.191
Broadband,WiFi,-0.384
Broadband,WiFi,-0.702
Broadband,WiFi,-0.927
Broadband,WiFi,1.345
Broadband,WiFi,2.286
Broadband,WiFi,2.673
Broadband,WiFi,1.118
Broadband,WiFi,0.992
Broadband,WiFi,0.666
Broadband,WiFi,-39.716
Broadband,WiFi,0.184
Broadband,WiFi,10.096
Broadband,WiFi,-3.849
Broadband,WiFi,0.748
Broadband,WiFi,-3.384
Broadband,WiFi,0.422
Broadband,WiFi,-0.652
Broadband,WiFi,-0.156
Broadband,WiFi,-72.1
Broadband,WiFi,-2.211
Broadband,WiFi,-2.541
Broadband,WiFi,0.377
Broadband,WiFi,0.238
Broadband,WiFi,-1.461
Broadband,WiFi,0.047
Broadband,WiFi,0.327
Broadband,WiFi,-3.272
Broadband,WiFi,3.14
Broadband,WiFi,-0.231
Broadband,WiFi,0.126
Broadband,WiFi,-7.948
Broadband,WiFi,1.917
Broadband,WiFi,-1.674
Broadband,WiFi,1.873
Broadband,WiFi,0.572
Broadband,WiFi,2.187
Broadband,WiFi,-0.141
Broadband,WiFi,-1.271
Broadband,WiFi,-0.83
Broadband,WiFi,-0.83
Broadband,WiFi,2.839
Broadband,WiFi,3.213
Broadband,WiFi,-2.889
Broadband,WiFi,0.695
Broadband,WiFi,4.618
Broadband,WiFi,-1.474
Broadband,WiFi,-1.45
Broadband,WiFi,-5.054
Broadband,WiFi,-1.991
Broadband,WiFi,-24.562
Broadband,WiFi,1.304
Broadband,WiFi,3.047
Broadband,WiFi,0.412
Broadband,WiFi,-12.054
Broadband,WiFi,-1.924
Broadband,WiFi,-2.04
Broadband,WiFi,-1.981
Broadband,WiFi,0.025
Broadband,WiFi,0.244
Broadband,WiFi,0.625
Broadband,WiFi,1.529
Broadband,WiFi,-3.213
Broadband,WiFi,-0.345
Broadband,WiFi,3.792
Broadband,WiFi,0.677
Broadband,WiFi,-0.35
Broadband,WiFi,0.519
Broadband,WiFi,1.09
Broadband,WiFi,-3.523
Broadband,WiFi,-68.466
Broadband,WiFi,-32.176
Broadband,WiFi,-1.129
Broadband,WiFi,0.231
Broadband,WiFi,1.808
Broadband,WiFi,-64.615
Broadband,WiFi,1.613
Broadband,WiFi,1.056
Broadband,WiFi,4.896
Broadband,WiFi,1.281
Broadband,WiFi,0.017
Broadband,WiFi,1.43
Broadband,WiFi,-0.092
Broadband,WiFi,1.737
Broadband,WiFi,-1.049
Broadband,WiFi,-0.167
Broadband,WiFi,-0.069
Broadband,WiFi,1.025
Broadband,WiFi,0.803
Broadband,WiFi,0.16
Broadband,WiFi,-0.481
Broadband,WiFi,23.759
Broadband,WiFi,-0.874
Broadband,WiFi,-0.666
Broadband,WiFi,-0.294
Broadband,WiFi,1.919
Broadband,WiFi,-0.481
Broadband,WiFi,-2.701
Broadband,WiFi,-0.251
Broadband,WiFi,-1.011
Broadband,WiFi,1.7
Broadband,WiFi,0.324
Broadband,WiFi,-6.814
Broadband,WiFi,0.841
Broadband,WiFi,1.251
Broadband,WiFi,0.707
Broadband,WiFi,0.368
Broadband,WiFi,0.98
Broadband,WiFi,2.522
Broadband,WiFi,-0.459
Broadband,WiFi,-0.567
Broadband,WiFi,-0.43
Broadband,WiFi,-0.345
Broadband,WiFi,-0.132
Broadband,WiFi,3.378
Broadband,WiFi,3.195
Broadband,WiFi,-0.011
Broadband,WiFi,-2.236
Broadband,WiFi,-1.958
Broadband,WiFi,1.592
Broadband,WiFi,-0.687
Broadband,WiFi,-2.853
Broadband,WiFi,-3.21
Broadband,WiFi,12.312
Broadband,WiFi,1.423
Broadband,WiFi,0.102
Broadband,WiFi,-1.922
Broadband,WiFi,-11.48
Broadband,WiFi,0.646
Broadband,WiFi,-0.884
Broadband,WiFi,-0.113
Broadband,WiFi,-0.257
Broadband,WiFi,0.922
Broadband,WiFi,-9.629
Broadband,WiFi,6.0
Broadband,WiFi,2.336
Broadband,WiFi,2.786
Broadband,WiFi,2.104
Broadband,WiFi,0.908
Broadband,WiFi,0.061
Broadband,WiFi,-0.054
Broadband,WiFi,2.476
Broadband,WiFi,3.094
Broadband,WiFi,-5.238
Broadband,WiFi,-0.715
Broadband,WiFi,-0.279
Broadband,WiFi,0.537
Broadband,WiFi,0.419
Broadband,WiFi,37.114
Broadband,WiFi,2.04
Broadband,WiFi,2.512
Broadband,WiFi,-0.762
Broadband,WiFi,4.302
Broadband,WiFi,-4.613
Broadband,WiFi,-3.497
Broadband,WiFi,-0.041
Broadband,WiFi,-3.186
Broadband,WiFi,-13.022
Broadband,WiFi,-7.85
Broadband,WiFi,-9.263
Broadband,WiFi,1.232
Broadband,WiFi,1.317
Broadband,WiFi,-0.256
Broadband,WiFi,0.826
Broadband,WiFi,0.724
Broadband,WiFi,-2.833
Broadband,WiFi,1.372
Broadband,WiFi,-4.46
Broadband,WiFi,-2.702
Broadband,WiFi,1.412
Broadband,WiFi,2.646
Broadband,WiFi,-9.175
Broadband,WiFi,-0.034
Broadband,WiFi,-22.54
Broadband,WiFi,1.254
Broadband,WiFi,-0.568
Broadband,WiFi,0.894
Broadband,WiFi,0.161
Broadband,WiFi,-9.567
Broadband,WiFi,-0.2
Broadband,WiFi,5.823
Broadband,WiFi,1.945
Broadband,WiFi,3.99
Broadband,WiFi,1.956
Broadband,WiFi,-1.867
Broadband,WiFi,0.072
Broadband,WiFi,-4.804
Broadband,WiFi,-0.79
Broadband,WiFi,-0.127
Broadband,WiFi,1.052
Broadband,WiFi,0.481
